date,ticker,segment,close,chg_1d_pct,chg_5d_pct,chg_20d_pct,volume_vs_20d_avg
2026-07-29,SNPS,EDA & Chip IP,383.82,-1.33,-1.35,-14.19,0.41
2026-07-29,CDNS,EDA & Chip IP,344.33,1.69,-0.09,-7.62,0.62
2026-07-29,ARM,EDA & Chip IP,234.9,-11.8,-18.92,-31.63,0.69
2026-07-29,ASML,Semiconductor Equipment (upstream),1576.36,-4.64,-12.38,-16.18,0.73
2026-07-29,AMAT,Semiconductor Equipment (upstream),454.26,-12.12,-19.54,-34.6,0.52
2026-07-29,LRCX,Semiconductor Equipment (upstream),260.27,-10.75,-19.17,-36.66,0.67
2026-07-29,KLAC,Semiconductor Equipment (upstream),175.84,-13.53,-19.18,-36.84,0.88
2026-07-29,8035.T,Semiconductor Equipment (upstream),55920.0,-10.96,-16.0,-25.14,1.04
2026-07-29,6857.T,Semiconductor Equipment (upstream),25510.0,-10.11,-13.9,-20.16,1.23
2026-07-29,TSM,Foundry & Manufacturing,385.05,-3.52,-9.32,-15.39,0.88
2026-07-29,2330.TW,Foundry & Manufacturing,2280.0,-2.98,-5.39,-5.39,1.22
2026-07-29,UMC,Foundry & Manufacturing,17.59,-7.81,-16.99,-33.31,0.79
2026-07-29,GFS,Foundry & Manufacturing,49.58,-6.78,-16.53,-38.8,0.95
2026-07-29,INTC,Foundry & Manufacturing,85.26,-6.99,-19.15,-35.27,0.68
2026-07-29,MU,Memory & Storage,780.7,-13.27,-19.58,-31.82,0.87
2026-07-29,005930.KS,Memory & Storage,220000.0,-13.39,-15.06,-31.89,1.49
2026-07-29,000660.KS,Memory & Storage,1550000.0,-14.65,-15.58,-41.02,1.38
2026-07-29,WDC,Memory & Storage,487.16,-2.16,-11.17,-25.27,0.82
2026-07-29,STX,Memory & Storage,806.51,-1.28,-9.57,-16.73,1.32
2026-07-29,NVDA,Chip Designers (fabless),193.47,-1.55,-6.67,-0.77,0.58
2026-07-29,AMD,Chip Designers (fabless),442.03,-10.69,-18.81,-18.07,0.71
2026-07-29,QCOM,Chip Designers (fabless),162.07,-4.69,-6.59,-14.12,0.59
2026-07-29,AVGO,Chip Designers (fabless),379.93,-0.86,-1.7,2.01,0.4
2026-07-29,MRVL,Chip Designers (fabless),170.73,-9.75,-17.9,-38.52,0.55
2026-07-29,2454.TW,Chip Designers (fabless),3315.0,-9.92,-9.67,-21.44,1.3
2026-07-29,ANET,Networking & Data Center Hardware,161.51,-5.42,-7.49,-1.58,0.56
2026-07-29,CSCO,Networking & Data Center Hardware,114.45,-0.1,2.02,-2.4,0.48
2026-07-29,SMCI,Networking & Data Center Hardware,27.16,-8.89,6.51,-3.52,0.41
2026-07-29,DELL,Networking & Data Center Hardware,380.02,-10.98,-5.97,-8.19,0.56
2026-07-29,HPE,Networking & Data Center Hardware,45.89,-4.77,-1.78,3.33,0.31
2026-07-29,VRT,Networking & Data Center Hardware,228.76,-20.46,-24.88,-25.48,3.08
2026-07-29,MSFT,Cloud & Hyperscalers (demand side),397.62,2.19,-0.03,7.88,0.57
2026-07-29,GOOGL,Cloud & Hyperscalers (demand side),340.11,4.15,-2.03,-3.83,0.46
2026-07-29,AMZN,Cloud & Hyperscalers (demand side),231.81,0.18,-6.36,-3.47,0.46
2026-07-29,META,Cloud & Hyperscalers (demand side),596.67,0.47,-7.32,6.06,0.39
2026-07-29,ORCL,Cloud & Hyperscalers (demand side),119.88,-0.02,-5.64,-18.59,0.35
2026-07-29,BABA,Cloud & Hyperscalers (demand side),116.11,0.97,-1.57,21.57,0.34
2026-07-29,AAPL,Devices & Consumer OEM,344.1,2.13,4.99,22.13,0.51
2026-07-29,2317.TW,Devices & Consumer OEM,238.0,-5.93,-3.25,-2.36,1.12
2026-07-29,6758.T,Devices & Consumer OEM,3662.0,2.46,5.9,11.0,1.27
2026-07-29,1810.HK,Devices & Consumer OEM,29.26,2.02,6.71,33.85,1.04
2026-07-29,CRM,Software & AI Platforms,189.04,8.89,11.16,19.7,0.76
2026-07-29,NOW,Software & AI Platforms,116.04,9.93,13.7,16.07,1.03
2026-07-29,PLTR,Software & AI Platforms,126.12,-4.11,-4.93,9.01,0.37
2026-07-29,SAP,Software & AI Platforms,187.81,9.82,21.69,21.25,1.31
2026-07-29,SNOW,Software & AI Platforms,290.67,6.5,6.97,15.51,1.15
2026-07-29,ARW,Distribution & Materials,206.99,-2.93,0.67,-3.79,0.65
2026-07-29,AVT,Distribution & Materials,85.35,-3.43,0.39,-1.18,0.31
2026-07-29,4063.T,Distribution & Materials,5872.0,-4.46,-18.5,-15.41,2.05
2026-07-29,LIN,Distribution & Materials,510.29,0.64,-0.34,-1.8,0.41
