date,ticker,segment,close,chg_1d_pct,chg_5d_pct,chg_20d_pct,volume_vs_20d_avg
2026-09-24,SNPS,EDA & Chip IP,424.91,2.87,12.27,3.94,0.65
2026-09-24,CDNS,EDA & Chip IP,322.0,4.18,15.04,-2.98,0.91
2026-09-24,ARM,EDA & Chip IP,306.34,-7.88,15.64,22.02,1.9
2026-09-24,ASML,Semiconductor Equipment (upstream),1722.5,-1.27,7.51,-1.24,0.98
2026-09-24,AMAT,Semiconductor Equipment (upstream),474.25,-0.03,13.62,-1.15,0.61
2026-09-24,LRCX,Semiconductor Equipment (upstream),307.16,-0.04,14.18,-1.72,0.78
2026-09-24,KLAC,Semiconductor Equipment (upstream),187.11,-0.4,11.8,2.06,0.77
2026-09-24,8035.T,Semiconductor Equipment (upstream),53920.0,1.53,5.87,-2.23,1.29
2026-09-24,6857.T,Semiconductor Equipment (upstream),33060.0,3.15,6.37,-4.17,1.0
2026-09-24,TSM,Foundry & Manufacturing,451.05,1.0,4.83,8.28,0.63
2026-09-24,2330.TW,Foundry & Manufacturing,2475.0,-1.0,2.06,3.0,0.7
2026-09-24,UMC,Foundry & Manufacturing,24.08,-2.41,-1.57,26.56,0.49
2026-09-24,GFS,Foundry & Manufacturing,47.05,1.36,9.34,2.46,0.94
2026-09-24,INTC,Foundry & Manufacturing,127.39,3.91,17.09,44.37,1.11
2026-09-24,MU,Memory & Storage,1080.53,0.81,10.54,15.15,0.85
2026-09-24,005930.KS,Memory & Storage,285500.0,3.25,12.62,9.18,1.25
2026-09-24,000660.KS,Memory & Storage,1862000.0,1.2,5.86,10.33,0.89
2026-09-24,WDC,Memory & Storage,450.31,-4.94,6.24,-3.93,1.08
2026-09-24,STX,Memory & Storage,905.92,-1.94,15.67,10.25,0.8
2026-09-24,NVDA,Chip Designers (fabless),224.58,-0.41,2.39,7.24,0.53
2026-09-24,AMD,Chip Designers (fabless),629.26,2.38,15.44,30.84,1.17
2026-09-24,QCOM,Chip Designers (fabless),194.26,-1.51,2.94,19.3,0.6
2026-09-24,AVGO,Chip Designers (fabless),350.36,-1.3,1.06,-1.29,0.65
2026-09-24,MRVL,Chip Designers (fabless),258.95,-0.75,7.56,5.65,0.6
2026-09-24,2454.TW,Chip Designers (fabless),5285.0,1.93,17.44,36.74,0.93
2026-09-24,ANET,Networking & Data Center Hardware,205.64,1.07,4.1,7.7,0.54
2026-09-24,CSCO,Networking & Data Center Hardware,106.97,0.51,-2.97,-4.8,1.22
2026-09-24,SMCI,Networking & Data Center Hardware,41.51,0.17,2.87,11.02,0.88
2026-09-24,DELL,Networking & Data Center Hardware,536.1,-2.5,-8.89,15.58,0.67
2026-09-24,HPE,Networking & Data Center Hardware,63.54,1.94,4.1,15.34,0.68
2026-09-24,VRT,Networking & Data Center Hardware,245.38,-1.37,2.49,-4.03,0.67
2026-09-24,MSFT,Cloud & Hyperscalers (demand side),497.93,-0.53,0.04,0.31,0.72
2026-09-24,GOOGL,Cloud & Hyperscalers (demand side),342.36,1.34,-1.43,0.17,0.83
2026-09-24,AMZN,Cloud & Hyperscalers (demand side),249.38,0.04,-0.72,-4.19,0.89
2026-09-24,META,Cloud & Hyperscalers (demand side),777.59,4.5,14.05,35.07,1.54
2026-09-24,ORCL,Cloud & Hyperscalers (demand side),139.52,-3.49,-7.35,-6.28,1.68
2026-09-24,BABA,Cloud & Hyperscalers (demand side),110.64,-0.15,1.93,-7.67,0.67
2026-09-24,AAPL,Devices & Consumer OEM,335.92,-0.33,-0.32,7.17,0.54
2026-09-24,2317.TW,Devices & Consumer OEM,250.5,-2.15,0.0,-0.6,1.09
2026-09-24,6758.T,Devices & Consumer OEM,3663.0,-0.92,-3.3,-4.86,1.2
2026-09-24,1810.HK,Devices & Consumer OEM,26.58,1.53,1.68,-3.28,0.69
2026-09-24,CRM,Software & AI Platforms,238.4,0.35,-4.68,16.11,0.44
2026-09-24,NOW,Software & AI Platforms,137.81,-2.11,-0.48,9.55,0.44
2026-09-24,PLTR,Software & AI Platforms,192.59,0.42,9.28,8.5,0.79
2026-09-24,SAP,Software & AI Platforms,209.21,-0.67,-1.87,-3.56,0.49
2026-09-24,SNOW,Software & AI Platforms,333.91,-0.27,0.87,5.33,0.43
2026-09-24,ARW,Distribution & Materials,227.29,0.21,7.37,12.21,0.55
2026-09-24,AVT,Distribution & Materials,100.91,-0.24,8.82,15.7,1.17
2026-09-24,4063.T,Distribution & Materials,5903.0,1.01,2.66,-2.45,1.45
2026-09-24,LIN,Distribution & Materials,468.14,-0.34,1.31,-3.6,1.03
